"subject","trial","difference","difficulty","riskySelection"
26,11,"moderate","easier",1
26,12,"moderate","easier",1
26,13,"moderate","easier",1
26,14,"moderate","easier",0
26,15,"moderate","easier",1
26,16,"moderate","easier",1
26,17,"moderate","easier",0
26,1,"extreme","easier",0
26,2,"extreme","easier",1
26,3,"extreme","easier",1
26,4,"extreme","easier",1
26,5,"extreme","easier",1
26,6,"extreme","easier",0
26,7,"extreme","easier",1
26,8,"extreme","easier",0
26,9,"extreme","easier",1
26,10,"extreme","easier",0
26,11,"extreme","easier",1
26,12,"extreme","easier",1
26,13,"extreme","easier",0
26,14,"extreme","easier",0
26,15,"extreme","easier",1
26,16,"extreme","easier",0
26,17,"extreme","easier",1
26,1,"moderate","harder",1
26,2,"moderate","harder",0
26,3,"moderate","harder",0
26,4,"moderate","harder",1
26,5,"moderate","harder",1
26,6,"moderate","harder",1
26,7,"moderate","harder",1
26,8,"moderate","harder",1
26,9,"moderate","harder",1
26,10,"moderate","harder",1
26,11,"moderate","harder",1
26,12,"moderate","harder",0
26,13,"moderate","harder",1
26,14,"moderate","harder",0
26,15,"moderate","harder",1
26,16,"moderate","harder",1
26,17,"moderate","harder",1
26,1,"extreme","harder",0
26,2,"extreme","harder",0
26,3,"extreme","harder",1
26,4,"extreme","harder",1
26,5,"extreme","harder",0
26,6,"extreme","harder",1
26,7,"extreme","harder",1
26,8,"extreme","harder",0
26,9,"extreme","harder",1
26,10,"extreme","harder",1
26,11,"extreme","harder",1
26,12,"extreme","harder",1
26,13,"extreme","harder",1
26,14,"extreme","harder",1
26,15,"extreme","harder",1
26,16,"extreme","harder",1
26,17,"extreme","harder",1
27,1,"moderate","easier",0
27,2,"moderate","easier",1
27,3,"moderate","easier",1
27,4,"moderate","easier",0
27,5,"moderate","easier",1
27,6,"moderate","easier",1
27,7,"moderate","easier",1
27,8,"moderate","easier",1
27,9,"moderate","easier",1
27,10,"moderate","easier",1
27,11,"moderate","easier",0
27,12,"moderate","easier",0
27,13,"moderate","easier",1
27,14,"moderate","easier",1
27,15,"moderate","easier",0
27,16,"moderate","easier",0
27,17,"moderate","easier",0
27,1,"extreme","easier",1
27,2,"extreme","easier",1
27,3,"extreme","easier",0
27,4,"extreme","easier",0
27,5,"extreme","easier",1
27,6,"extreme","easier",1
27,7,"extreme","easier",1
27,8,"extreme","easier",1
27,9,"extreme","easier",0
27,10,"extreme","easier",1
27,11,"extreme","easier",1
27,12,"extreme","easier",1
27,13,"extreme","easier",1
27,14,"extreme","easier",1
27,15,"extreme","easier",1
27,16,"extreme","easier",1
27,17,"extreme","easier",1
27,1,"moderate","harder",1
27,2,"moderate","harder",1
27,3,"moderate","harder",1
27,4,"moderate","harder",1
27,5,"moderate","harder",1
27,6,"moderate","harder",1
27,7,"moderate","harder",1
27,8,"moderate","harder",1
27,9,"moderate","harder",1
27,10,"moderate","harder",1
27,11,"moderate","harder",1
27,12,"moderate","harder",1
27,13,"moderate","harder",1
27,14,"moderate","harder",1
27,15,"moderate","harder",1
27,16,"moderate","harder",1
27,17,"moderate","harder",1
27,1,"extreme","harder",1
27,2,"extreme","harder",1
27,3,"extreme","harder",1
27,4,"extreme","harder",1
27,5,"extreme","harder",1
27,6,"extreme","harder",1
27,7,"extreme","harder",1
27,8,"extreme","harder",1
27,9,"extreme","harder",1
27,10,"extreme","harder",1
27,11,"extreme","harder",1
27,12,"extreme","harder",1
27,13,"extreme","harder",1
27,14,"extreme","harder",1
27,15,"extreme","harder",1
27,16,"extreme","harder",1
27,17,"extreme","harder",1
28,1,"moderate","easier",1
28,2,"moderate","easier",1
28,3,"moderate","easier",1
28,4,"moderate","easier",1
28,5,"moderate","easier",1
28,6,"moderate","easier",1
28,7,"moderate","easier",1
28,8,"moderate","easier",1
28,9,"moderate","easier",1
28,10,"moderate","easier",1
28,11,"moderate","easier",1
28,12,"moderate","easier",1
28,13,"moderate","easier",1
28,14,"moderate","easier",1
28,15,"moderate","easier",1
28,16,"moderate","easier",0
28,17,"moderate","easier",1
28,1,"extreme","easier",1
28,2,"extreme","easier",0
28,3,"extreme","easier",1
28,4,"extreme","easier",0
28,5,"extreme","easier",1
28,6,"extreme","easier",1
28,7,"extreme","easier",1
28,8,"extreme","easier",1
28,9,"extreme","easier",1
28,10,"extreme","easier",1
28,11,"extreme","easier",1
28,12,"extreme","easier",1
28,13,"extreme","easier",1
28,14,"extreme","easier",1
28,15,"extreme","easier",1
28,16,"extreme","easier",1
28,17,"extreme","easier",1
28,1,"moderate","harder",1
28,2,"moderate","harder",1
28,3,"moderate","harder",1
28,4,"moderate","harder",1
28,5,"moderate","harder",1
28,6,"moderate","harder",1
28,7,"moderate","harder",1
28,8,"moderate","harder",1
28,9,"moderate","harder",1
28,10,"moderate","harder",1
28,11,"moderate","harder",1
28,12,"moderate","harder",1
28,13,"moderate","harder",1
28,14,"moderate","harder",1
28,15,"moderate","harder",1
28,16,"moderate","harder",1
28,17,"moderate","harder",1
28,1,"extreme","harder",1
28,2,"extreme","harder",1
28,3,"extreme","harder",1
28,4,"extreme","harder",0
28,5,"extreme","harder",1
28,6,"extreme","harder",1
28,7,"extreme","harder",1
28,8,"extreme","harder",1
28,9,"extreme","harder",1
28,10,"extreme","harder",1
28,11,"extreme","harder",1
28,12,"extreme","harder",1
28,13,"extreme","harder",1
28,14,"extreme","harder",1
28,15,"extreme","harder",0
28,16,"extreme","harder",1
28,17,"extreme","harder",1
29,1,"moderate","easier",0
29,2,"moderate","easier",0
29,3,"moderate","easier",0
29,4,"moderate","easier",0
29,5,"moderate","easier",0
29,6,"moderate","easier",0
29,7,"moderate","easier",0
29,8,"moderate","easier",0
29,9,"moderate","easier",0
29,10,"moderate","easier",1
29,11,"moderate","easier",0
29,12,"moderate","easier",0
29,13,"moderate","easier",0
29,14,"moderate","easier",0
29,15,"moderate","easier",0
29,16,"moderate","easier",0
29,17,"moderate","easier",0
29,1,"extreme","easier",0
29,2,"extreme","easier",0
29,3,"extreme","easier",0
29,4,"extreme","easier",0
29,5,"extreme","easier",0
29,6,"extreme","easier",0
29,7,"extreme","easier",0
29,8,"extreme","easier",0
29,9,"extreme","easier",0
29,10,"extreme","easier",0
29,11,"extreme","easier",0
29,12,"extreme","easier",0
29,13,"extreme","easier",0
29,14,"extreme","easier",0
29,15,"extreme","easier",0
29,16,"extreme","easier",0
29,17,"extreme","easier",0
29,1,"moderate","harder",0
29,2,"moderate","harder",0
29,3,"moderate","harder",0
29,4,"moderate","harder",0
29,5,"moderate","harder",0
29,6,"moderate","harder",0
29,7,"moderate","harder",0
29,8,"moderate","harder",0
29,9,"moderate","harder",0
29,10,"moderate","harder",0
29,11,"moderate","harder",0
29,12,"moderate","harder",0
29,13,"moderate","harder",0
29,14,"moderate","harder",0
29,15,"moderate","harder",0
29,16,"moderate","harder",0
29,17,"moderate","harder",0
29,1,"extreme","harder",0
29,2,"extreme","harder",0
29,3,"extreme","harder",0
29,4,"extreme","harder",0
29,5,"extreme","harder",0
29,6,"extreme","harder",0
29,7,"extreme","harder",1
29,8,"extreme","harder",0
29,9,"extreme","harder",0
29,10,"extreme","harder",0
29,11,"extreme","harder",0
29,12,"extreme","harder",0
29,13,"extreme","harder",0
29,14,"extreme","harder",1
29,15,"extreme","harder",0
29,16,"extreme","harder",0
29,17,"extreme","harder",0
30,1,"moderate","easier",0
30,2,"moderate","easier",1
30,3,"moderate","easier",1
30,4,"moderate","easier",1
30,5,"moderate","easier",1
30,6,"moderate","easier",1
30,7,"moderate","easier",1
30,8,"moderate","easier",1
30,9,"moderate","easier",1
30,10,"moderate","easier",1
30,11,"moderate","easier",1
30,12,"moderate","easier",1
30,13,"moderate","easier",1
30,14,"moderate","easier",1
30,15,"moderate","easier",1
30,16,"moderate","easier",1
30,17,"moderate","easier",0
30,1,"extreme","easier",1
30,2,"extreme","easier",1
30,3,"extreme","easier",1
30,4,"extreme","easier",1
30,5,"extreme","easier",1
30,6,"extreme","easier",1
30,7,"extreme","easier",1
30,8,"extreme","easier",0
30,9,"extreme","easier",1
30,10,"extreme","easier",1
30,11,"extreme","easier",1
30,12,"extreme","easier",0
30,13,"extreme","easier",1
30,14,"extreme","easier",1
30,15,"extreme","easier",1
30,16,"extreme","easier",1
30,17,"extreme","easier",0
30,1,"moderate","harder",1
30,2,"moderate","harder",1
30,3,"moderate","harder",1
30,4,"moderate","harder",1
30,5,"moderate","harder",1
30,6,"moderate","harder",1
30,7,"moderate","harder",1
30,8,"moderate","harder",1
30,9,"moderate","harder",1
30,10,"moderate","harder",1
30,11,"moderate","harder",1
30,12,"moderate","harder",1
30,13,"moderate","harder",1
30,14,"moderate","harder",1
30,15,"moderate","harder",1
30,16,"moderate","harder",1
30,17,"moderate","harder",1
30,1,"extreme","harder",1
30,2,"extreme","harder",1
30,3,"extreme","harder",1
30,4,"extreme","harder",1
30,5,"extreme","harder",1
30,6,"extreme","harder",1
30,7,"extreme","harder",1
30,8,"extreme","harder",1
30,9,"extreme","harder",1
30,10,"extreme","harder",1
30,11,"extreme","harder",1
30,12,"extreme","harder",1
30,13,"extreme","harder",1
30,14,"extreme","harder",1
30,15,"extreme","harder",1
30,16,"extreme","harder",1
30,17,"extreme","harder",1
31,1,"moderate","easier",0
31,2,"moderate","easier",0
31,3,"moderate","easier",0
31,4,"moderate","easier",0
31,5,"moderate","easier",0
31,6,"moderate","easier",0
31,7,"moderate","easier",0
31,8,"moderate","easier",0
31,9,"moderate","easier",0
31,10,"moderate","easier",0
31,11,"moderate","easier",0
31,12,"moderate","easier",0
31,13,"moderate","easier",0
31,14,"moderate","easier",0
31,15,"moderate","easier",0
31,16,"moderate","easier",0
31,17,"moderate","easier",0
31,1,"extreme","easier",0
31,2,"extreme","easier",0
31,3,"extreme","easier",0
31,4,"extreme","easier",0
31,5,"extreme","easier",0
31,6,"extreme","easier",0
31,7,"extreme","easier",0
31,8,"extreme","easier",0
31,9,"extreme","easier",0
31,10,"extreme","easier",0
31,11,"extreme","easier",0
31,12,"extreme","easier",0
31,13,"extreme","easier",0
31,14,"extreme","easier",0
31,15,"extreme","easier",0
31,16,"extreme","easier",0
31,17,"extreme","easier",0
31,1,"moderate","harder",0
31,2,"moderate","harder",0
31,3,"moderate","harder",0
31,4,"moderate","harder",0
31,5,"moderate","harder",0
31,6,"moderate","harder",0
31,7,"moderate","harder",0
31,8,"moderate","harder",0
31,9,"moderate","harder",0
31,10,"moderate","harder",0
31,11,"moderate","harder",0
31,12,"moderate","harder",0
31,13,"moderate","harder",0
31,14,"moderate","harder",0
31,15,"moderate","harder",0
31,16,"moderate","harder",0
31,17,"moderate","harder",0
31,1,"extreme","harder",0
31,2,"extreme","harder",0
31,3,"extreme","harder",0
31,4,"extreme","harder",0
31,5,"extreme","harder",0
31,6,"extreme","harder",0
31,7,"extreme","harder",0
31,8,"extreme","harder",0
31,9,"extreme","harder",0
31,10,"extreme","harder",0
31,11,"extreme","harder",0
31,12,"extreme","harder",0
31,13,"extreme","harder",0
31,14,"extreme","harder",0
31,15,"extreme","harder",0
31,16,"extreme","harder",0
31,17,"extreme","harder",0
32,1,"moderate","easier",1
32,2,"moderate","easier",1
32,3,"moderate","easier",1
32,4,"moderate","easier",1
32,5,"moderate","easier",0
32,6,"moderate","easier",1
32,7,"moderate","easier",1
32,8,"moderate","easier",1
32,9,"moderate","easier",1
32,10,"moderate","easier",1
32,11,"moderate","easier",1
32,12,"moderate","easier",1
32,13,"moderate","easier",1
32,14,"moderate","easier",1
32,15,"moderate","easier",1
32,16,"moderate","easier",1
32,17,"moderate","easier",0
32,1,"extreme","easier",0
32,2,"extreme","easier",1
32,3,"extreme","easier",0
32,4,"extreme","easier",1
32,5,"extreme","easier",0
32,6,"extreme","easier",1
32,7,"extreme","easier",0
32,8,"extreme","easier",0
32,9,"extreme","easier",1
32,10,"extreme","easier",1
32,11,"extreme","easier",1
32,12,"extreme","easier",1
32,13,"extreme","easier",0
32,14,"extreme","easier",1
32,15,"extreme","easier",1
32,16,"extreme","easier",1
32,17,"extreme","easier",1
32,1,"moderate","harder",1
32,2,"moderate","harder",1
32,3,"moderate","harder",1
32,4,"moderate","harder",1
32,5,"moderate","harder",1
32,6,"moderate","harder",1
32,7,"moderate","harder",0
32,8,"moderate","harder",1
32,9,"moderate","harder",1
32,10,"moderate","harder",1
32,11,"moderate","harder",1
32,12,"moderate","harder",1
32,13,"moderate","harder",1
32,14,"moderate","harder",1
32,15,"moderate","harder",1
32,16,"moderate","harder",1
32,17,"moderate","harder",1
32,1,"extreme","harder",1
32,2,"extreme","harder",1
32,3,"extreme","harder",0
32,4,"extreme","harder",1
32,5,"extreme","harder",1
32,6,"extreme","harder",1
32,7,"extreme","harder",0
32,8,"extreme","harder",1
32,9,"extreme","harder",1
32,10,"extreme","harder",1
32,11,"extreme","harder",1
32,12,"extreme","harder",1
32,13,"extreme","harder",0
32,14,"extreme","harder",1
32,15,"extreme","harder",1
32,16,"extreme","harder",1
32,17,"extreme","harder",1
33,1,"moderate","easier",0
33,2,"moderate","easier",1
33,3,"moderate","easier",0
33,4,"moderate","easier",0
33,5,"moderate","easier",0
33,6,"moderate","easier",0
33,7,"moderate","easier",0
33,8,"moderate","easier",0
33,9,"moderate","easier",0
33,10,"moderate","easier",0
33,11,"moderate","easier",0
33,12,"moderate","easier",0
33,13,"moderate","easier",0
33,14,"moderate","easier",0
33,15,"moderate","easier",0
33,16,"moderate","easier",0
33,17,"moderate","easier",0
33,1,"extreme","easier",0
33,2,"extreme","easier",0
33,3,"extreme","easier",0
33,4,"extreme","easier",0
33,5,"extreme","easier",0
33,6,"extreme","easier",0
33,7,"extreme","easier",0
33,8,"extreme","easier",0
33,9,"extreme","easier",0
33,10,"extreme","easier",0
33,11,"extreme","easier",0
33,12,"extreme","easier",0
33,13,"extreme","easier",0
33,14,"extreme","easier",0
33,15,"extreme","easier",0
33,16,"extreme","easier",0
33,17,"extreme","easier",0
33,1,"moderate","harder",0
33,2,"moderate","harder",1
33,3,"moderate","harder",0
33,4,"moderate","harder",0
33,5,"moderate","harder",0
33,6,"moderate","harder",0
33,7,"moderate","harder",0
33,8,"moderate","harder",0
33,9,"moderate","harder",0
33,10,"moderate","harder",0
33,11,"moderate","harder",0
33,12,"moderate","harder",1
33,13,"moderate","harder",0
33,14,"moderate","harder",0
33,15,"moderate","harder",0
33,16,"moderate","harder",0
33,17,"moderate","harder",0
33,1,"extreme","harder",0
33,2,"extreme","harder",0
33,3,"extreme","harder",0
33,4,"extreme","harder",0
33,5,"extreme","harder",0
33,6,"extreme","harder",0
33,7,"extreme","harder",0
33,8,"extreme","harder",0
33,9,"extreme","harder",0
33,10,"extreme","harder",0
33,11,"extreme","harder",0
33,12,"extreme","harder",0
33,13,"extreme","harder",1
33,14,"extreme","harder",1
33,15,"extreme","harder",0
33,16,"extreme","harder",0
33,17,"extreme","harder",0
34,1,"moderate","easier",0
34,2,"moderate","easier",0
34,3,"moderate","easier",0
34,4,"moderate","easier",0
34,5,"moderate","easier",0
34,6,"moderate","easier",0
34,7,"moderate","easier",0
34,8,"moderate","easier",0
34,9,"moderate","easier",0
34,10,"moderate","easier",0
34,11,"moderate","easier",0
34,12,"moderate","easier",0
34,13,"moderate","easier",0
34,14,"moderate","easier",0
34,15,"moderate","easier",0
34,16,"moderate","easier",0
34,17,"moderate","easier",0
34,1,"extreme","easier",0
34,2,"extreme","easier",0
34,3,"extreme","easier",0
34,4,"extreme","easier",0
34,5,"extreme","easier",0
34,6,"extreme","easier",0
34,7,"extreme","easier",0
34,8,"extreme","easier",0
34,9,"extreme","easier",0
34,10,"extreme","easier",0
34,11,"extreme","easier",0
34,12,"extreme","easier",0
34,13,"extreme","easier",0
34,14,"extreme","easier",0
34,15,"extreme","easier",0
34,16,"extreme","easier",0
34,17,"extreme","easier",0
34,1,"moderate","harder",0
34,2,"moderate","harder",1
34,3,"moderate","harder",0
34,4,"moderate","harder",0
34,5,"moderate","harder",0
34,6,"moderate","harder",0
34,7,"moderate","harder",0
34,8,"moderate","harder",0
34,9,"moderate","harder",0
34,10,"moderate","harder",0
34,11,"moderate","harder",0
34,12,"moderate","harder",0
34,13,"moderate","harder",0
34,14,"moderate","harder",0
34,15,"moderate","harder",0
34,16,"moderate","harder",0
34,17,"moderate","harder",0
34,1,"extreme","harder",0
34,2,"extreme","harder",0
34,3,"extreme","harder",0
34,4,"extreme","harder",0
34,5,"extreme","harder",0
34,6,"extreme","harder",0
34,7,"extreme","harder",0
34,8,"extreme","harder",0
34,9,"extreme","harder",0
34,10,"extreme","harder",0
34,11,"extreme","harder",0
34,12,"extreme","harder",0
34,13,"extreme","harder",0
34,14,"extreme","harder",0
34,15,"extreme","harder",0
34,16,"extreme","harder",0
34,17,"extreme","harder",0
35,1,"moderate","easier",1
35,2,"moderate","easier",1
35,3,"moderate","easier",1
35,4,"moderate","easier",0
35,5,"moderate","easier",1
35,6,"moderate","easier",0
35,7,"moderate","easier",1
35,8,"moderate","easier",0
35,9,"moderate","easier",0
35,10,"moderate","easier",1
35,11,"moderate","easier",1
35,12,"moderate","easier",1
35,13,"moderate","easier",1
35,14,"moderate","easier",1
35,15,"moderate","easier",1
35,16,"moderate","easier",1
35,17,"moderate","easier",0
35,1,"extreme","easier",1
35,2,"extreme","easier",0
35,3,"extreme","easier",1
35,4,"extreme","easier",0
35,5,"extreme","easier",1
35,6,"extreme","easier",0
35,7,"extreme","easier",1
35,8,"extreme","easier",1
35,9,"extreme","easier",0
35,10,"extreme","easier",0
35,11,"extreme","easier",1
35,12,"extreme","easier",0
35,13,"extreme","easier",1
35,14,"extreme","easier",1
35,15,"extreme","easier",1
35,16,"extreme","easier",0
35,17,"extreme","easier",1
35,1,"moderate","harder",1
35,2,"moderate","harder",1
35,3,"moderate","harder",1
35,4,"moderate","harder",1
35,5,"moderate","harder",0
35,6,"moderate","harder",1
35,7,"moderate","harder",1
35,8,"moderate","harder",1
35,9,"moderate","harder",1
35,10,"moderate","harder",1
35,11,"moderate","harder",1
35,12,"moderate","harder",1
35,13,"moderate","harder",1
35,14,"moderate","harder",1
35,15,"moderate","harder",1
35,16,"moderate","harder",1
35,17,"moderate","harder",1
35,1,"extreme","harder",1
35,2,"extreme","harder",1
35,3,"extreme","harder",1
35,4,"extreme","harder",1
35,5,"extreme","harder",1
35,6,"extreme","harder",1
35,7,"extreme","harder",1
35,8,"extreme","harder",1
35,9,"extreme","harder",1
35,10,"extreme","harder",0
35,11,"extreme","harder",0
35,12,"extreme","harder",1
35,13,"extreme","harder",1
35,14,"extreme","harder",1
35,15,"extreme","harder",1
35,16,"extreme","harder",1
35,17,"extreme","harder",1
36,1,"moderate","easier",1
36,2,"moderate","easier",1
36,3,"moderate","easier",0
36,4,"moderate","easier",1
36,5,"moderate","easier",1
36,6,"moderate","easier",1
36,7,"moderate","easier",0
36,8,"moderate","easier",1
36,9,"moderate","easier",0
36,10,"moderate","easier",1
36,11,"moderate","easier",1
36,12,"moderate","easier",1
36,13,"moderate","easier",1
36,14,"moderate","easier",1
36,15,"moderate","easier",1
36,16,"moderate","easier",1
36,17,"moderate","easier",1
36,1,"extreme","easier",1
36,2,"extreme","easier",1
36,3,"extreme","easier",1
36,4,"extreme","easier",1
36,5,"extreme","easier",1
36,6,"extreme","easier",1
36,7,"extreme","easier",1
36,8,"extreme","easier",1
36,9,"extreme","easier",1
36,10,"extreme","easier",1
36,11,"extreme","easier",1
36,12,"extreme","easier",1
36,13,"extreme","easier",1
36,14,"extreme","easier",1
36,15,"extreme","easier",0
36,16,"extreme","easier",1
36,17,"extreme","easier",0
36,1,"moderate","harder",1
36,2,"moderate","harder",1
36,3,"moderate","harder",1
36,4,"moderate","harder",1
36,5,"moderate","harder",1
36,6,"moderate","harder",1
36,7,"moderate","harder",1
36,8,"moderate","harder",1
36,9,"moderate","harder",1
36,10,"moderate","harder",1
36,11,"moderate","harder",1
36,12,"moderate","harder",1
36,13,"moderate","harder",1
36,14,"moderate","harder",1
36,15,"moderate","harder",1
36,16,"moderate","harder",1
36,17,"moderate","harder",1
36,1,"extreme","harder",1
36,2,"extreme","harder",1
36,3,"extreme","harder",1
36,4,"extreme","harder",1
36,5,"extreme","harder",1
36,6,"extreme","harder",1
36,7,"extreme","harder",1
36,8,"extreme","harder",1
36,9,"extreme","harder",1
36,10,"extreme","harder",1
36,11,"extreme","harder",1
36,12,"extreme","harder",1
36,13,"extreme","harder",1
36,14,"extreme","harder",1
36,15,"extreme","harder",1
36,16,"extreme","harder",1
36,17,"extreme","harder",1
37,1,"moderate","easier",0
37,2,"moderate","easier",0
37,3,"moderate","easier",0
37,4,"moderate","easier",0
37,5,"moderate","easier",1
37,6,"moderate","easier",0
37,7,"moderate","easier",0
37,8,"moderate","easier",0
37,9,"moderate","easier",0
37,10,"moderate","easier",0
37,11,"moderate","easier",0
37,12,"moderate","easier",0
37,13,"moderate","easier",0
37,14,"moderate","easier",0
37,15,"moderate","easier",0
37,16,"moderate","easier",0
37,17,"moderate","easier",0
37,1,"extreme","easier",0
37,2,"extreme","easier",0
37,3,"extreme","easier",0
37,4,"extreme","easier",0
37,5,"extreme","easier",0
37,6,"extreme","easier",0
37,7,"extreme","easier",0
37,8,"extreme","easier",0
37,9,"extreme","easier",0
37,10,"extreme","easier",0
37,11,"extreme","easier",0
37,12,"extreme","easier",0
37,13,"extreme","easier",0
37,14,"extreme","easier",0
37,15,"extreme","easier",0
37,16,"extreme","easier",0
37,17,"extreme","easier",0
37,1,"moderate","harder",0
37,2,"moderate","harder",1
37,3,"moderate","harder",0
37,4,"moderate","harder",0
37,5,"moderate","harder",0
37,6,"moderate","harder",0
37,7,"moderate","harder",0
37,8,"moderate","harder",0
37,9,"moderate","harder",1
37,10,"moderate","harder",0
37,11,"moderate","harder",0
37,12,"moderate","harder",0
37,13,"moderate","harder",0
37,14,"moderate","harder",0
37,15,"moderate","harder",0
37,16,"moderate","harder",0
37,17,"moderate","harder",1
37,1,"extreme","harder",0
37,2,"extreme","harder",0
37,3,"extreme","harder",0
37,4,"extreme","harder",0
37,5,"extreme","harder",0
37,6,"extreme","harder",0
37,7,"extreme","harder",1
37,8,"extreme","harder",1
37,9,"extreme","harder",0
37,10,"extreme","harder",0
37,11,"extreme","harder",0
37,12,"extreme","harder",0
37,13,"extreme","harder",0
37,14,"extreme","harder",1
37,15,"extreme","harder",0
37,16,"extreme","harder",0
37,17,"extreme","harder",0
38,1,"moderate","easier",0
38,2,"moderate","easier",0
38,3,"moderate","easier",0
38,4,"moderate","easier",0
38,5,"moderate","easier",0
38,6,"moderate","easier",0
38,7,"moderate","easier",0
38,8,"moderate","easier",0
38,9,"moderate","easier",0
38,10,"moderate","easier",0
38,11,"moderate","easier",0
38,12,"moderate","easier",0
38,13,"moderate","easier",0
38,14,"moderate","easier",0
38,15,"moderate","easier",0
38,16,"moderate","easier",0
38,17,"moderate","easier",0
38,1,"extreme","easier",0
38,2,"extreme","easier",0
38,3,"extreme","easier",0
38,4,"extreme","easier",0
38,5,"extreme","easier",0
38,6,"extreme","easier",0
38,7,"extreme","easier",0
38,8,"extreme","easier",0
38,9,"extreme","easier",0
38,10,"extreme","easier",0
38,11,"extreme","easier",0
38,12,"extreme","easier",0
38,13,"extreme","easier",0
38,14,"extreme","easier",0
38,15,"extreme","easier",0
38,16,"extreme","easier",0
38,17,"extreme","easier",0
38,1,"moderate","harder",0
38,2,"moderate","harder",1
38,3,"moderate","harder",0
38,4,"moderate","harder",0
38,5,"moderate","harder",1
